Publisher,Title,Content Summary,Year published,Author / editor,Geocoordinates,Region,Global South / North,Link
Humboldt Books,The Aquarium is a Listening Glass,"When used as a listening instrument, a glass is no longer a mere container. By amplifying sounds and voices through a surface, it becomes a conduit between two seemingly distant environments. Like a glass, aquarium walls implement a material and ontological separation between human and marine creatures, highlighting the relationship we have established over time with these living beings, transformed into taxonomical units. In The Aquarium is a Listening Glass, nine short, non-linear stories – set amid scientific archives, underwater research stations, natural history museums, national aquaria and oceanic infrastructure – evoke the glass as a listening device to present singular relationships between humans and fish that would otherwise go unheard. In this paradigm shift, design plays a fundamental role in conceiving the object (and the book) as a sensory device to glimpse new forms of mediation, to generate alliances, and also to promote the potential for a thriving and vital world.",2024,"Louise E. Carver, Angela Rui",,Europe,Global North,https://www.humboldtbooks.com/en/book/the-aquarium-is-a-listening-glass
Humboldt Books,Ministry of Loneliness,"Published together with the Fondazione ICA Milano, Ministry of Loneliness reproduces and expands on the research that Rebecca Moccia presented on the occasion of the exhibition of the same name. Departing from the exploration of the Ministry of Loneliness – established in 2018 in the United Kingdom and replicated in 2021 in other countries such as Canada and Japan – the artist’s work develops a reflection on the political and social structures that shape the emotional state of loneliness and its perception in contemporary society. In the project, which stems from a research trip unfolding between Italy, the United States, Japan and the United Kingdom, the phantasmal and pervasive shadow of isolation that permeates Western societies takes shape in a layered investigation extending to the very roots that trigger it: from the advancement of the techno-scientific order of modern life to the rise of liberal capitalism. The volume reproduces the collection of notes that formed the basis of Moccia’s project in its entirety – a digital collage with diary-like traits, consisting of texts, images, reports and reflections on various kinds of documents. The critical texts by Chiara Nuzzi – curator of the exhibition – and Vincenzo Estremo broaden Rebecca Moccia’s work on a theoretical level, highlighting how between loneliness and individualisation there lies a dialectical relationship inextricably bound up in the modes of late-capitalist production.",2023,Rebecca Moccia,,Europe,Global North,https://www.humboldtbooks.com/en/book/ministry-of-loneliness
Humboldt Books,SADAK Hand painted street signs in India,"Since the 1990s, hand-painted signs in India – one of the defining elements of the country’s urban landscape – have been largely replaced by more technologically advanced media. Today, they survive in a vernacular culture quite distinct from largescale digital productions. The work of the sign-painters represents a visual itinerary through the historical-economic changes of Indian society over the years; paintings that emerge in vivid shapes and colours and humanise the sharp aesthetics of the subjects and objects of globalised capitalism. The book showcases a part of artist Aradhana Seth’s photographic archive: a multitude of designs on shop shutters, doors, signs and the walls of various places of interest and businesses. Produced over the past few decades, the images are split into three thematic sections: commerce and services, culture, and nature and landscape. Complementing the publication are biographies of Raza Abbas, Praveen Chauan, Prashant Janardhan Dalvi and Shakeel, just some of the artists who created the paintings photographed; a critical text by visual culture lecturer Kajri Jain, outlining the theoretical framework within which to interpret these visual forms, as well as an autobiographical text by artist Francesco Clemente.",2023,Aradhana Seth,,Europe,Global North,https://www.humboldtbooks.com/en/book/sadak-hand-painted-street-signs-in-india
Humboldt Books,From Here to Tibet. A conversation between two walking artists. March 2019 – July 2020,"For more than twenty-five years, the artists Hamish Fulton and Michael Höpfner have shared ideas and reflections on art and walking as an independent artistic practice. Over the course of time, they have exchanged countless emails, letters and postcards from the placed they have visited, keeping their dialogue alive even over great distances. In 2015, while working together on a show at the Museo MAN in Nuoro, they had the idea of bringing together their correspondence exploring the thoughts they had exchanged on art, the landscape as well as on the aesthetic and political aspects of walking itself.
As the title suggests, From Here to Tibet revolves around the deep fascination that the two artists have with the territory and culture of the Tibetan people: for both, walking and making art in Tibet turned out to be an experience that would change their lives and which in various ways has influenced their careers, their way of thinking and their artistic production.
For the reader, this conversation winds like a path, and outlines walking as an art form, attempting to couch it within art history, dwelling on its social and political implications right up to the days of the pandemic.",2022,"Hamish Fulton, Michael Höpfner",,Europe,Global North,https://www.humboldtbooks.com/en/book/from-here-to-tibet-a-conversation-between-two-walking-artists-march-2019-july-2020
Humboldt Books,Johann Bernhard Fischer von Erlach. Project of a Historical Architecture,"On 26 July 1721 the Wiener Diarium informed its readers that a new book by the general surveyor of constructions, Johann Bernhard Fischer von Erlach, titled Entwurff Einer Historischen Architectur, was ready for subscribers to collect from the architect’s place. The Entwurff is a collection of 86 sheets illustrating the architecture of the Jews, Egyptians, Syrians, Persians, Greeks, Romans, Arabs, Turks, Siamese, Chinese and Japanese, along with some of the author's projects. Upon the third centenary of the author’s death this re-print proposes to look back at Fischer’s book as a precise cultural project, reacting to a specific historical and geographical context, and yet suggesting a more general attitude that can challenge contemporary architecture as well. The volume is accompanied by a complete translation of the original texts and complemented with essays by Maarten Delbeke, Steven Lauritano and Pier Paolo Tamburelli.",2024,"Maarten Delbeke, Pier Paolo Tamburelli",,Europe,Global North,https://www.humboldtbooks.com/en/book/johann-bernhard-fischer-von-erlach-project-of-a-historical-architecture
HumDrum Press,"Why Read Together? On Companions, Co-conspirators, and Breathing Words","After a year of reading sessions organised in different spaces throughout Rotterdam; After many hours spent perched behind our laptops, writing, editing, 3d sculpting, designing, debating word-choices in the comment sections of online documents; After a month of tensely awaiting the arrival of our companions, our small but abundant books, we are thrilled to announce the launch of our publication ‘Why Read Together? On Companions, Co-conspirators, and Breathing Words’, published with HumDrumPress. The book documents the year-long reading curriculum we organised in 2024 that explored different social, political, and economic matters which affect our everyday lives. From the way protest chants travel across localities, to the language of gentrification, to the role of food in queer community building practices. This book includes playful reading methods such as performative storytelling, spatial reading choreographies, and critical neighbourhood walks, alongside a conversation on the urgency of collective reading.",2025,Reading Rhythms Club,,Europe,Global North,https://humdrumpress.com/why-read-together
HumDrum Press,"The Colonial, Familiar, Nostalgic, Radical, Transformative Life of the Strawberry","The story of the strawberry is troubled.Troubled because of what becomes uncovered as we unpick the systems within which this sweet, nostalgic fruit is embedded within. From rural English fruit-picking sites, to agricultural fields in Spain, to the sides of North American highways, the strawberry exists in many formations. Its multiple (his)stories—starting from its hybrid colonial roots, trace the many hands that have encountered this fruit on its journey into our mouths, its avid consumer. The Colonial, Familiar, Nostalgic, Radical, Transformative Life of the Strawberry encompasses the stories and histories that shape the human relations that are entangled with the strawberry. It unpacks the abstractions between the fruit and the exploitation often overlooked within its production, to explore how, through varied social, political, geographic and economic contexts, the story of the strawberry lives on through all of our hands, mouths, and memories.",2024,Marika Vandekraats,,Europe,Global North,"https://humdrumpress.com/the-colonial,-familiar,-nostalgic,-radical,-transformative-life-of-the-strawberry"
HumDrum Press,Water Wareness,"Water Wareness is a multilayered publication that investigates how forms of water within our cities shape our urban environments, and affect our access to water as a common good in our daily inhabiting of the city. The publication contends with the questions: rather than occurring in opposition to capitalist tendencies where the state and market govern it, can individual water commoning instead become complementary to it? And, if so, how might we share the task of commoning amongst everybody in the wake of the climate emergency?",2024,Panta Rhei Collaborative,,Europe,Global North,https://humdrumpress.com/water-wareness
HumDrum Press,How to love many in many ways,"What if we start practicing love not only within our romantic relationships, our families or with our friends, but with Ourselves, Other/s and Other Other/s, too? What happens if we understand love, not only as a private matter, but also as a form of collective practice? What if we start to understand love not as something that happens to us, but also as something that we can actively exercise? What would a collective practice of love towards Ourselves, Other/s, and Other Other/s then look like? How to Love Many in Many Ways is an expanded artistic research project, initiated by Engy Mohsen and Gabriel Hensche in collaboration with nine invited artists and researchers, that takes the form of a set of games and exercises that playfully challenge the way we see and practice love and with whom we share it. For this publication the authors of the games and exercises explore the connections, encounters, concepts, and objects that stimulated the development of their individual games, in the form of a love story, intertwined with reference materials and processes that helped shape their contributions. This pamphlet therefore encapsulates narrative, image, text fragment, and drawing to reflect upon and unravel what captivated the authors of How To Love Many In Many Ways.",2023,Gabriel Hensche & Engy Mohsen,,Europe,Global North,https://humdrumpress.com/how-to-love-many-in-many-ways
HUMOBOOKS,ESPEJO,"Like a kaleidoscope, Espejo (Mirror reflects different scenes with the same origin: the dreamlike and fantasy atmospheres that is revealed through drawings of landscapes, characters and abstractions from a strange world.",2024,Kyoceraphantom,"-34.6037, -58.3821",Latin America,Global South,https://humobooks.com/ESPEJO
HUMOBOOKS,ECDISIS,"In these drawings, Irana Douer illustrates the fascinating process of insects and snakes shedding their skin, known as ecdysis (in spanish Ecdisis). Just like how these creatures discard their old exoskeleton or skin to reveal a fresh, new one underneath, it can be compared to the human experience of growth, renewal, and transformation. Much like how casting off skin allows insects and snakes to grow, adapt, and thrive, humans also undergo periods of change and renewal throughout their lives, shedding old habits, beliefs, and perspectives to make way for new experiences and personal growth.",2024,Irana Douer,"-34.6037, -58.3821",Latin America,Global South,https://humobooks.com/ECDISIS
HUMOBOOKS,EXVOTO,An ex-voto is an offering left in sanctuaries as a display of gratitude or devotion for the fulfillment of a promise. The Latin expression ex voto suscepto translate to from the promise realized.,2023,Fábrica de Estampas,"-34.6037, -58.3821",Latin America,Global South,https://humobooks.com/EXVOTO
HUMOBOOKS,ENTENDIÓ EL CANTO DEL PAJARO,"Is a compilation of drawings that explore three planes of reference: the everyday, plagued by inhabitants of almost unperceivable trace, the virtual, in the realms of literature, comics and animations, and the imaginary, a monstrous being composed from fragments of ghosts of the lived and the seen.",2023,Renata Molinari,"-34.6037, -58.3821",Latin America,Global South,https://humobooks.com/ENTENDIO-EL-CANTO
HUMOBOOKS,Strange Holidays,"¨Strange Holidays¨ it´s a fanzine that gathers a series of 21 mysterious drawings created during the quarantine of 2020. Images of an inner trip that emerge from the depths towards the uncertain twilight of a forest inhabited by goblins that collect mushrooms, fairies that are friends with the flowers, insects of all kinds, spirits and shadows. A dreamlike and symbolic walk through the enchanted and haunted mountain, where in every corner magical creatures appear to tell us a story.",2023,Roberta Di Paolo,"-34.6037, -58.3821",Latin America,Global South,https://humobooks.com/EXTRANAS-VACACIONES-1
HUMOBOOKS,SENSIBLES Y VENGATIVXS,"Gelatinous bodies in a state of fusion as if acollective birth or a sensual, hybrid amalgam between collaborating species – humans, plants, objects and spectres – in search of integration and generation.",2022,Florencia Rodriguez Giles,"-34.6037, -58.3821",Latin America,Global South,https://humobooks.com/SENSIBLES-Y-VENGATIVXS
HUMOBOOKS,"North, South, East, West","(North, South, East, West) proposes to look again at the native flora. Invites us to become symbolically involved with our own land. To understand their roots, rediscover their beauty and contribute, with a poetic gesture, to the protection of our environment.",2019,Geraldine de San Bruno,"-34.6037, -58.3821",Latin America,Global South,https://humobooks.com/NSEO-1
IANN,IANN vol.1 Inside outside in far East Asia,"The inaugural issue, titled Inside Out Outside In Far East Asia, features a collection of works. China, rapidly changing since its economic liberalization, Korea, still a divided nation in the age of globalization, and Japan, often called the West of East Asia, are subjects familiar to us, yet also clichés. Through these images, long-accumulated and fixed from the outside, we encounter the past and present, sometimes developing mutual understanding and sometimes distorted prejudice. Among these
countless images, Vol. 1 presents works that, according to the individual interests of each artist, explore aspects of contemporary East Asia within diverse cultural contexts.",1000,,"37.5503, 126.9971",East Asia,Global North,https://www.iannmagazine.com/?p=400
IANN,IANN vol.2 Nostalgia for Nature,"Nostalgia for Nature explores the inseparable relationship between nature and humanity. Sutherland's photographs of deer invading the city from the wild, and Stephen Gill's Hackney Flower Project, a sentimental reimagining of London's Hackney district, evoke humanity's longing for nature, a place sometimes called Eden. Conversely, Korean artist Yong Hun Lee's toy deer resemble taxidermy, obliterated by the destruction of nature, while Thomas Ruff's works appear even more artificial due to their pixelated grid. Finally, Korean artist Jungjoo Kim's images, presented through drawings, objects, and photographs, recreate the mechanical and cold ironwork of the city.",1000,,"37.5503, 126.9971",East Asia,Global North,https://www.iannmagazine.com/?p=402
IANN,IANN vol.3 Beyond the Silent Paper,"In Vol. 3, we discuss photography, which is viewed not as a reproduction of reality, but as a kind of object in a material sense. Under the theme of Beyond the Silent Paper, we introduce the new work of Thomas Demand, who constructs the real world almost perfectly using paper models; Melanine Willhide, who manipulates the physical properties of photography itself and even the traces of time to present photography as a perfect object; Walead Beshty, who interweaves photography, installation, and sculpture to address materialist culture and socio-political issues; Kim Dokyun (KDK)'s SF and W series, which boldly simplifies three-dimensional spaces and buildings to create visual illusions; and Koyama Taisuke, who reconstructs objects or subjects pouring out from the city in a flat and abstract way. The artist project introduces the work of Japanese artist Masayki Shioda, who sensually visualizes musical sounds.",1000,,"37.5503, 126.9971",East Asia,Global North,https://www.iannmagazine.com/?p=404
IANN,IANN vol.4 Nameless Cities,"Modernity is neither a splendid spectacle nor a vulgar reality. It is both. – Baudelaire Where order and chaos intersect—the image of the city, with its variable and dynamic dual structure, is as contradictory and unstable as the modernity Baudelaire referred to, making it all the more captivating. Vol. 4 explores cities built through the rapid development of industry. The subjects depicted through the parallel perspectives of nine artists appear neither beautiful nor ugly. Rather, readers will experience a somewhat unfamiliar city amidst familiar cityscapes.",1000,,"37.5503, 126.9971",East Asia,Global North,https://www.iannmagazine.com/?p=406
IANN,IANN vol.5 Growing Up,"Youth exists only when its presence is problematic or seen as a problem. – Dick Hebdige, researcher of youth subcultures. There's a subtle difference between the words growing up and maturity. Generally, growing up refers to the process of progressing through continuous change, often referred to as self-formation. Maturity, on the other hand, refers to self-realization, the maturation of that change into completion. If we understand teenagers as physically and mentally unfinished, they are inevitably seen as growing up, unstable or ambiguous. Consequently, their provocative struggles with overflowing talent and individuality—their provocative transformations—can easily be limited or censored, often under the pretext of a lack of identity. But what is the true standard for measuring growth and maturity?
As Dick Hebdige suggests, when we remove our narrow-minded perspectives from them, what will teenagers be like to us?",1000,,"37.5503, 126.9971",East Asia,Global North,https://www.iannmagazine.com/?p=81
IANN,IANN vol.6 Freedom from the Known on the Line,"Love, pleasure, seduction, abstinence, indulgence, desire,…instinct, custom, society, ethics, birth,…man, woman, gay, lesbian…is it possible to approach the essence of sex from its boundaries, through the combination of these words? So many words leave little space for truth. Playing with common words, making a long list of them, only reveals the boundaries and differences between me and you. These lines are blurred, however, in the works of the 10 photographers collected in Freedom from the Known, at the Border. There is only ‘pure desire’ towards sacrifice, worship, relationships, sex, and all kinds of pleasure and pain.",1000,,"37.5503, 126.9971",East Asia,Global North,https://www.iannmagazine.com/?p=115
IANN,IANN vol.7 Bound Together,"Publishing a book is both an independent and collective effort. The details and situations encountered during the process of creating a single book far exceeded our expectations. To begin, the first steps include conceptualizing an idea, then developing and structuring it’s contents. At times, the distance between the initial idea and its realization can be unsettling and demands constant communication and understanding with those involved. The production of a book is a collaboration of many fields and professions. Like a domino effect, complications between the work and the artist exist between the artist and the designer, the artist and the curator, and consequently, it extends out to the relationship with the producer.",1000,,"37.5503, 126.9971",East Asia,Global North,https://www.iannmagazine.com/?p=47
IANN,IANN vol.8 Unfound in Australia,"Unfound in Australia collects the work of seven photographers known for their unique and imaginative approach to interpreting Australian culture. The sensation of strangeness is our unconscious reaction to what is ‘other’. Showcasing the work of modern Australian photographers unfamiliar to many outside their country, this book reaffirms the power of photography as a visual and chronological language.",1000,,"37.5503, 126.9971",East Asia,Global North,https://www.iannmagazine.com/?p=115
IANN,IANN vol.9 Asian Bookmakers Society,"IANN magazine's 10th anniversary issue Vol. 9 is about the Asian Bookmakers Society and how it is progressing productively in artistry. We focus on the Asian publishing ecosystem that is absolutely essential. We conduct chain interviews, like relays that pass the baton to the next person. Through this, eight bookmakers active in the Asian art book independent publishing industry ask and answer questions to each other. Along with this, Cover Story and Focus on feature Japanese author Go Itami and Korean author Seung-woo Yang. Introducing Itami Go, a Korean who studied in Japan and presents the characteristics of modern photography in an interesting way in the form of a book. Yang Seung-woo, who sticks to the authentic documentary style of photo books, and the spectrum of Asian photo books through the works of the two artists",1000,,"37.5503, 126.9971",East Asia,Global North,https://www.iannmagazine.com/?p=6416
Ikrek Edições,A Maze in Grace,"Composer, sound artist and librettist, Neo Muyanga produces works that echo the sounds of a present time rooted in violence and nourished by revolt. With a work that permeates the new opera, jazz improvisation and traditional Zulu and Sesotho songs, he develops a continuous research on different sounds that make up the history of protest song in the pan-African and diasporic context. He produced compositions for artists as Grada Kilomba and William Kentridge.",2021,Neo Muyanga,,Latin America,Global South,https://www.ikrek.com.br/product/a-maze-in-grace/
Ikrek Edições,Las Palomas Avenue,"This book consists of ten different cyanotype prints inserted in waxed-paper bags with transcriptions of interviews made by the artist in the kitchens that surround the Plaza de Armas, in downtown Santiago de Chile. In these conversations, the artist gathers images and texts about the places of origin of his interviewees.",2018,Francisca Aninat,,Latin America,Global South,https://www.ikrek.com.br/product/avenida-las-palomas-las-palomas-avenue/
Ikrek Edições,Recife Edifice,"The artists use video, photos and interviews to address issues such as the commodification of traditional collective practices and the folklore of pop culture in emerging economies. In the book Recife Edifice, they bring photos of sculptures present in buildings of the capital of Pernambuco accompanied by testimonies of the porters of the buildings about these works.",2018,"Bárbara Wagner,
Benjamin de Burca",,Latin America,Global South,https://www.ikrek.com.br/product/edificio-recife-recife-edifice/
Ikrek Edições,Augusta,"The Artist is obsessed with storing up and stocking objects full of stories, and he is used to working with what he calls “surface transplant”. In Augusta, he maps the gentri cation of São Paulo City’s famous street.",2017,Thiago Honório,,Latin America,Global South,https://www.ikrek.com.br/product/augusta/
Ikrek Edições,T.S.,"Mabe works on archives and institutions, creating fiction works and enabling the debate by means of publications, speeches and installations. In the book, she tells us the story of T.S., a Swiss citizen who received a lot of exposure in the Brazilian artistic scene, but that was erased from the official history.",2017,Mabe Bethônico,,Latin America,Global South,https://www.ikrek.com.br/product/t-s/
Ikrek Edições,Colouring book,The Artist operates between the lines of literature and texts. She plays with the words and the notion of time. In the Livro de colorir she provides the reader with drawings based on photos of tragic events published on newspapers.,2016,Marilá Dardot,,Latin America,Global South,https://www.ikrek.com.br/product/livro-de-colorir-colouring-book/
Ikrek Edições,Other people think,"Jaar seeks to raise our awareness about geopolitical issues, very often forgotten or suppressed, without neglecting the formal power and aesthetic power of art. In the work Outros pensam, a text of John Cage on power relations between the Americas is revealed.",2015,Alfredo Jaar,,Latin America,Global South,https://www.ikrek.com.br/product/outros-pensam-otros-piensan-other-people-think/
Ikrek Edições,Não / No,"The artist investigates the connections between writing, imagery and politics. The use of publications is recurring in his work. Não addresses the history of information and expression of ideas in Brazil, from the operation of clandestine typog- raphies and the arrival of the Portuguese royal family in Rio to the 2013 manifestations in Brazil.",2014,Fabio Morais,,Latin America,Global South,https://www.ikrek.com.br/product/nao-no/
Illographo Press,Love Letters to Baba,"A deeply personal and politically resonant collection of poetry by N Mo’alla, the grandchild of Nakba survivors. What began as a private act of mourning — for her late father and in response to the ongoing occupation of Palestine — evolved into a powerful tapestry of memory, resistance, and ancestral love. Through intimate, unflinching verse, Mo’alla explores themes of exile, inherited grief, language loss, and the enduring spirit of Palestinian sumud (steadfastness). These letters to Baba are as much about personal loss as they are about collective survival — asserting Palestinian existence in the face of attempted erasure. Blending poetic lyricism with historical weight, Love Letters to Baba refuses nostalgia and instead embraces a radical, grounded hope: not the passive promise of return, but the vow of it.",2025,N Mo’alla,,Oceania,Global North,https://aphrodited.info/illographo-press
Illographo Press,From Baybayin to Abakada,"A multilayered zine written, researched and designed by Filipino-born creative Reese Claro and published by Illographo Press. In this zine, Reese weaves childhood memories from growing up in the Phillipines, personal anecdotes as a first generation migrant in Australia, and historical documents to illustrate the impact of colonisation on the culture, vernacular, and way of life of the Filipino people and diaspora. From Baybayin to Abakada is a tri-lingual publication divided into three sections: the Pre-colonial Philippines (Baybayin), the Spanish Rule (Abecedario/Español), and the Post-American Colonisation of the Philippines (Abakada/Tagalog); based on the ruling power and the main writing systems used in the Philippines during that period.",2025,Reese Claro,,Oceania,Global North,https://aphrodited.info/illographo-press
Illographo Press,Aesthetics of Longing,"A collection of photographs byproducts of flaneuring-wandering around-through the Balkans between 2009-2014. Through the lens of his 35mm film and digital cameras, Nikola takes us on a pilgrimage from his birthplace of Knin to the streets of Serbia’s capital city-Belgrade; from the war-torn province of Kosovo and Metohija to the warm seas of Boka Bay in Montenegro. Aesthetics of Longing gives a rare and genuine insight into the elusive past of Former Yugoslavia and the persistent melancholy in the hearts and minds of the Yugoslav diaspora. Nikola’s photographs are raw, unfiltered and seeping with nostalgia. His stories are imbued by a sentimental longing for a time and a place that no longer exists - a collective emotion that connects millions of displaced refugees and migrants from all over the world.",2024,Nikola Amanovic,,Oceania,Global North,https://aphrodited.info/illographo-press
Illographo Press,Poetry and Prints for Palestine,"A tribute to the enduring Palestinian spirit–Like seeds, we grow. The beautiful cover art by Wasielah Noorsjamsi depicts poppies symbolising the unbreakable connection that Palestinians have with their land and the bloodshed they have endured. Curated and edited by Lamisa Haque. Featuring works by Palestinian poets Noor Mo’alla and Narelle Odeh, together with over 50 local and international artists who contributed pieces to show solidarity and support for Palestinians in Gaza, the West Bank and across the diaspora. ALL proceeds from this book were donated to Olive Kids Foundation and Muslims Around The World (MATW) Project.",2024,The PVB and Illographo Press,,Oceania,Global North,https://aphrodited.info/illographo-press
inner loop press,Space Trash,"Did you know there is trash in space? The newest in the Society's Wonders Series, Space Trash, investigates the floating junkyard above our heads. Outer space may seem infinite, but the space directly around our planet is not, and over the years it has become increasingly cluttered with man-made objects. What kind of trash is there exactly? How big is this problem? What does this mean for space exploration? For commercial space endeavors? Space Trash holds the answer to all these questions and more!",2023,Tanya Brassie,"39.9526, -75.1652",North America,Global North,https://www.store.innerloop.press/shop/p/space-trash
inner loop press,Data Centers,"Presenting Data Centers - a zine exploring the physical aspect of the internet! We don't think of them very often, and some might not even know they exist, but data centers are all around us. This new zine answers such questions as what is a data center, where are data centers, can data centers be harmful - and others!",2023,Tanya Brassie,"39.9526, -75.1652",North America,Global North,https://www.store.innerloop.press/shop/p/data-centers-zine
inner loop press,Toxic Lagoons: West Coast Edition,Learn about polluted places across the American West in this West Coast edition of the Toxic Lagoon zine series.,2024,Tanya Brassie,"39.9526, -75.1652",North America,Global North,https://www.store.innerloop.press/shop/p/toxic-lagoons-west-coast-edition-zine
inner loop press,Toxic Lagoons: Northeastern Edition,Learn what a Superfund site is and explore some Superfund sites located in the Northeastern United States with risograph printed zine.,2024,Tanya Brassie,"39.9526, -75.1652",North America,Global North,https://www.store.innerloop.press/shop/p/west-coast-zine
inner loop press,Toxic Lagoons: Southern Edition,Learn about Superfund sites in the southern United States with this risograph printed zine.,2024,Tanya Brassie,"39.9526, -75.1652",North America,Global North,https://www.store.innerloop.press/shop/p/toxic-lagoons-southern-edition
inner loop press,E-Waste,"Once you throw away your electronics, where do they go? Uncover the secret journey electronic waste makes to various waste pits around the world and learn more about the electronic waste problem with this 16 page risoprint zine!",2023,Tanya Brassie,"39.9526, -75.1652",North America,Global North,https://www.store.innerloop.press/shop/p/e-waste-zine
Incendium Radical Library Press,"Solidarity, trauma and internal limits to struggle","During the recent and ongoing violent occupation of Palestine many of us have been drawn to or engaged in various solidarity actions. We have been trying, failing, asking, examining and learning about what solidarity might mean. At the same time, we are witnessing the violent deaths of so many. Organising within and alongside the context of violence and trauma has raised tensions and exposed internal limits. Too often, across different organising spaces and actions, collectives and radical organisations have collapsed after grappling with these limits - oftentimes around interpersonal conflict and harm. We would like to offer the following compilation of readings as a way to explore these tensions, as well as what a principled practice of addressing harm and conflict in struggle might look like within a shared politic and across difference. We hope that they can spark conversations within your groups and collectives. This project was created on the stolen land of the Wurundjeri & Boon Wurrung/Bunurong peoples of the Kulin Nation. Sovereignty was never ceded.",2025,,,Oceania,Global North,https://incendiumradicallibrarypress.bigcartel.com/product/solidarity-trauma-and-internal-limits-to-struggle
Incendium Radical Library Press,None of us are free until all of us are free,"None of us are free until all of us are free #3 is a book of poems and stories from people currently or recently incarcerated. At Incendium Radical Library we are interested in challenging the prison nation (including policing), which is used to further the colonial project and to oppress those most marginalised. We believe incarceration creates trauma through violence and further dehumanises people. We hold a thinking that storytelling can open dialogue; promoting compassion and building solidarity and community.",2024,,,Oceania,Global North,https://incendiumradicallibrarypress.bigcartel.com/product/none-of-us-are-free-until-all-of-us-are-free-poems-and-stories-from-the-inside
Incendium Radical Library Press,When Grief Arrives,"An oral history of grief and death within queer, trans and / or black, indigenous and people of color communities. The idea for this book came from my personal experiences with the death of loved ones. I wanted to make space for a deeper inquiry into how queer, trans and/or black, Indigenous, people of colour communities are responding to death, navigating grieving and persisting amidst pain and hardship. Philippe - my pa - died in May of 2020. He was a brown man who experienced a lot of suffering and injustices in his life and he died young. Whilst I do not want to reduce the aliveness of my pa’s life or diminish his life into his dying, I also do not want to soften that he died a premature black and working class death. My pa died during the covid-19 lockdowns and due to restrictions his last days were with immediate family and friends and his funeral had attendance limits. We went into another lockdown in July of 2020 and it was a time of profound solitude in grieving. My close friend Alex died in March of 2023. A group of us found out he had overdosed when we were down the coast together on Gadubanud Country. Close friends and I organised for loved ones, comrades and family to be together the Friday of that week. We shared photos, memories, ate together, cried, made space for rage - which there was a lot of, sadness, love, connection and care. Contrasted to what happened when my pa died, it was a remarkably different and healing experience for me. When grief arrives comprises eleven narratives of tragic deaths ranging from overdose and suicide to murder, rare conditions, chronic illness and working class death. These deaths are often attributed to manifestations of capitalism, and its related institutions of violence including white supremacy, the prison-industrial complex, cisheteropatriarchy and colonialism. Tragic deaths are different to death that is part of life through aging. Death as part of living can be meaningful and dignified, whereas tragic deaths are difficult to respond to. Reflecting on these tragic deaths prompts us to question which lives society deems worthy of grieving and what defines a grievable life. Here, on this continent, Aboriginal deaths are hidden, excluded from public grieving as Indigenous people are dehumanised. Similarly, in occupied Palestine, settler violence dictates who matters and who is disposable. Shaped by rich traditions and histories which situate communities as sites of justice and healing, the stories inside stand in stark contrast to the prevailing neoliberal, individualised and normative responses to grief. They are examples of people collaboratively building and sharing resources and envisioning creative approaches to the complexities of grieving. When grief arrives also connects with movement histories that actively contribute to ongoing liberation struggles. The project utilises oral histories as a means to narrate stories, challenge the idea of expert and create an archive based in community knowledges. My hope for these stories is that friends, family, and communities can offer those experiencing grief with an alternative perspective of themselves and their loved ones who have died, rather than just the experiences of the hardships and struggles they are facing. When grief arrives took place on the stolen lands of the Wurundjeri & Boon Wurrung/Bunurong peoples of the Kulin Nation. Sovereignty was never ceded and this is and always will be Aboriginal land. Any profits will be donated to my friends gender affirming feminisation surgery.",2024,Anne-lise Ah-fat,,Oceania,Global North,https://incendiumradicallibrarypress.bigcartel.com/product/when-grief-arrives
Incendium Radical Library Press,Black Wattle,"Black Wattle is a keeping place: a collection of poetry, photography, collage and illustration developed by this mob arts collective over the last 12 months. Published by Incendium Radical Library, Black Wattle showcases the work of five key artists and the conversations they exchanged throughout lockdown. Common themes include tracing waterways, backyard gardens, thinking locally and relationships to place. After the onslaught of screens and digital communication in recent times, refresh your mind and senses with 100 pages of new work in print. Warmth, respect, and strength thread our conversations together. We map our connections and disconnections from one another, but also from ourselves. We celebrate the things we have been able to do together and imagine the things we haven’t been able to do together. – this mob, 2021.",2021,this mob,,Oceania,Global North,https://incendiumradicallibrary.com/Publishing-Shop
Incendium Radical Library Press,Undocumented,"Undocumented is a narrative essay that weaves ancestral remembrance together with dreaming abolition to imagine a world founded upon principles of love and nurturance. It was written in conversation with community, alongside those who practise insurgent care in their daily lives, in hopes to grow strong roots for the next world. A’isyiyah is a Batak and Jawa mama who grew up on unceded Cabrogal Land (South-West Sydney). They are invested in building strong communities founded upon intergenerational, ancestral, and collective healing. They organise in community both autonomously and with Anticolonial Asian Alliance, a First Nations solidarity collective. They dream and study prison abolition and transformative justice, and are the vocalist of anticolonial erratic hardcore band Arafura.",1000,A’isyiyah,,Oceania,Global North,https://incendiumradicallibrary.com/Publishing-Shop
Incendium Radical Library Press,Liquidation,"Liquidation is a collection of anti-elegies exploring how love & loss generate experiences of ecstatic awareness & the uncanny sensation of being both inside & outside the body. With shifts, spills & soaks, Liquidation interrogates the representational qualities of language in relation to how varying forms of value are placed on normative expectations relating to emotions & identities.",1000,Autumn Royal,,Oceania,Global North,https://incendiumradicallibrary.com/Publishing-Shop
Incendium Radical Library Press,"I occupy space, which is to say i am always grieving","Someone  writes  the  word  controversial but I think they might mean cruel. Then blood and pleasure are, once again, made normal, and I remember what I had been told to forget.",2017,Chi Tran,,Oceania,Global North,https://incendiumradicallibrary.com/Publishing-Shop
